Random_100, 0.0001, 181, 100
Random_100, 0.0049, 18, 100
Random_100, 0.0103, 181, 100
Random_100, 0.0148, 223, 100
Random_100, 0.0188, 247, 100
Random_100, 0.0225, 273, 100
Random_100, 0.0268, 247, 100
Random_100, 0.0311, 220, 100
Random_100, 0.0351, 243, 100
Random_100, 0.0389, 263, 100
Random_100, 0.0442, 257, 100
Random_100, 0.0498, 183, 100
Random_100, 0.0554, 183, 100
Random_100, 0.0609, 171, 100
Random_100, 0.0665, 182, 100
Random_100, 0.0720, 187, 100
Random_100, 0.0776, 172, 100
Random_100, 0.0831, 182, 100
Random_100, 0.0887, 177, 100
Random_100, 0.0942, 180, 100
Random_100, 0.0998, 180, 100
Random_100, 0.1053, 176, 100
Random_100, 0.1109, 177, 100
Random_100, 0.1165, 175, 100
Random_100, 0.1220, 174, 100
Random_100, 0.1276, 187, 100
Random_100, 0.1331, 170, 100
Random_100, 0.1387, 185, 100
Random_100, 0.1442, 175, 100
Random_100, 0.1498, 169, 100
Random_100, 0.1553, 195, 100
Random_100, 0.1609, 182, 100
Random_100, 0.1665, 188, 100
Random_100, 0.1720, 174, 100
Random_100, 0.1776, 178, 100
Random_100, 0.1831, 173, 100
Random_100, 0.1887, 178, 100
Random_100, 0.1943, 181, 100
Random_100, 0.1998, 171, 100
Random_100, 0.2053, 183, 100
Random_100, 0.2109, 198, 100
Random_100, 0.2165, 168, 100
Random_100, 0.2220, 195, 100
Random_100, 0.2276, 166, 100
Random_100, 0.2331, 186, 100
Random_100, 0.2387, 196, 100
Random_100, 0.2442, 172, 100
Random_100, 0.2498, 184, 100
Random_100, 0.2554, 185, 100
Random_100, 0.2609, 168, 100
Random_100, 0.2665, 191, 100
Random_100, 0.2720, 162, 100
Random_100, 0.2776, 195, 100
Random_100, 0.2831, 178, 100
Random_100, 0.2887, 179, 100
Random_100, 0.2943, 174, 100
Random_100, 0.2998, 177, 100
Random_100, 0.3053, 183, 100
Random_100, 0.3109, 184, 100
Random_100, 0.3165, 196, 100
Random_100, 0.3220, 176, 100
Random_100, 0.3276, 178, 100
Random_100, 0.3331, 183, 100
Random_100, 0.3387, 191, 100
Random_100, 0.3442, 169, 100
Random_100, 0.3498, 184, 100
Random_100, 0.3553, 175, 100
Random_100, 0.3609, 169, 100
Random_100, 0.3664, 182, 100
Random_100, 0.3720, 176, 100
Random_100, 0.3776, 180, 100
Random_100, 0.3831, 178, 100
Random_100, 0.3887, 179, 100
Random_100, 0.3942, 182, 100
Random_100, 0.3998, 168, 100
Random_100, 0.4053, 189, 100
Random_100, 0.4109, 175, 100
Random_100, 0.4166, 168, 100
Random_100, 0.4220, 193, 100
Random_100, 0.4276, 159, 100
Random_100, 0.4331, 194, 100
Random_100, 0.4387, 179, 100
Random_100, 0.4442, 181, 100
Random_100, 0.4498, 176, 100
Random_100, 0.4553, 182, 100
Random_100, 0.4609, 182, 100
Random_100, 0.4665, 169, 100
Random_100, 0.4720, 183, 100
Random_100, 0.4776, 204, 100
Random_100, 0.4831, 175, 100
Random_100, 0.4887, 189, 100
Random_100, 0.4942, 172, 100
Random_100, 0.4998, 172, 100
Random_100, 0.5054, 159, 100
Random_100, 0.5110, 216, 100
Random_100, 0.5164, 183, 100
Random_100, 0.5220, 165, 100
Random_100, 0.5276, 176, 100
Random_100, 0.5331, 200, 100
Random_100, 0.5499, 188, 100
Random_100, 0.5539, 59, 100
