Random_100, 0.0000, 173, 100
Random_100, 0.0019, 102, 100
Random_100, 0.0072, 588, 100
Random_100, 0.0131, 187, 100
Random_100, 0.0183, 168, 100
Random_100, 0.0240, 194, 100
Random_100, 0.0293, 175, 100
Random_100, 0.0352, 188, 100
Random_100, 0.0405, 168, 100
Random_100, 0.0463, 190, 100
Random_100, 0.0516, 170, 100
Random_100, 0.0575, 191, 100
Random_100, 0.0629, 170, 100
Random_100, 0.0686, 183, 100
Random_100, 0.0740, 174, 100
Random_100, 0.0797, 185, 100
Random_100, 0.0852, 176, 100
Random_100, 0.0910, 181, 100
Random_100, 0.0963, 173, 100
Random_100, 0.1020, 186, 100
Random_100, 0.1073, 174, 100
Random_100, 0.1132, 186, 100
Random_100, 0.1185, 174, 100
Random_100, 0.1243, 184, 100
Random_100, 0.1296, 175, 100
Random_100, 0.1353, 186, 100
Random_100, 0.1407, 175, 100
Random_100, 0.1467, 186, 100
Random_100, 0.1519, 166, 100
Random_100, 0.1577, 187, 100
Random_100, 0.1635, 174, 100
Random_100, 0.1692, 166, 100
Random_100, 0.1743, 169, 100
Random_100, 0.1804, 206, 100
Random_100, 0.1855, 162, 100
Random_100, 0.1912, 199, 100
Random_100, 0.1967, 175, 100
Random_100, 0.2025, 180, 100
Random_100, 0.2075, 174, 100
Random_100, 0.2131, 203, 100
Random_100, 0.2183, 177, 100
Random_100, 0.2243, 191, 100
Random_100, 0.2294, 169, 100
Random_100, 0.2352, 193, 100
Random_100, 0.2407, 173, 100
Random_100, 0.2465, 182, 100
Random_100, 0.2518, 173, 100
Random_100, 0.2577, 188, 100
Random_100, 0.2629, 167, 100
Random_100, 0.2687, 193, 100
Random_100, 0.2742, 170, 100
Random_100, 0.2800, 184, 100
Random_100, 0.2853, 170, 100
Random_100, 0.2908, 185, 100
Random_100, 0.2963, 184, 100
Random_100, 0.3019, 180, 100
Random_100, 0.3073, 178, 100
Random_100, 0.3132, 181, 100
Random_100, 0.3185, 174, 100
Random_100, 0.3243, 179, 100
Random_100, 0.3295, 180, 100
Random_100, 0.3353, 191, 100
Random_100, 0.3407, 172, 100
Random_100, 0.3465, 181, 100
Random_100, 0.3518, 176, 100
Random_100, 0.3576, 183, 100
Random_100, 0.3630, 177, 100
Random_100, 0.3687, 185, 100
Random_100, 0.3740, 174, 100
Random_100, 0.3798, 187, 100
Random_100, 0.3851, 172, 100
Random_100, 0.3909, 189, 100
Random_100, 0.3963, 170, 100
Random_100, 0.4021, 185, 100
Random_100, 0.4074, 173, 100
Random_100, 0.4134, 188, 100
Random_100, 0.4185, 168, 100
Random_100, 0.4242, 193, 100
Random_100, 0.4297, 174, 100
Random_100, 0.4354, 183, 100
Random_100, 0.4408, 175, 100
Random_100, 0.4466, 182, 100
Random_100, 0.4518, 172, 100
Random_100, 0.4576, 193, 100
Random_100, 0.4629, 169, 100
Random_100, 0.4687, 190, 100
Random_100, 0.4741, 172, 100
Random_100, 0.4799, 184, 100
Random_100, 0.4852, 174, 100
Random_100, 0.4909, 186, 100
Random_100, 0.4962, 176, 100
Random_100, 0.5020, 191, 100
Random_100, 0.5074, 172, 100
Random_100, 0.5131, 183, 100
Random_100, 0.5185, 176, 100
Random_100, 0.5243, 183, 100
Random_100, 0.5297, 173, 100
Random_100, 0.5354, 184, 100
Random_100, 0.5408, 175, 100
Random_100, 0.5465, 185, 100
Random_100, 0.5519, 171, 100
Random_100, 0.5579, 191, 100
Random_100, 0.5629, 164, 100
Random_100, 0.5687, 199, 100
Random_100, 0.5740, 174, 100
Random_100, 0.5797, 185, 100
Random_100, 0.5849, 175, 100
Random_100, 0.5908, 192, 100
Random_100, 0.5961, 173, 100
Random_100, 0.6019, 187, 100
Random_100, 0.6072, 172, 100
Random_100, 0.6129, 187, 100
Random_100, 0.6183, 175, 100
Random_100, 0.6241, 182, 100
Random_100, 0.6294, 176, 100
Random_100, 0.6352, 186, 100
Random_100, 0.6405, 171, 100
Random_100, 0.6464, 190, 100
Random_100, 0.6516, 168, 100
Random_100, 0.6575, 190, 100
Random_100, 0.6627, 168, 100
Random_100, 0.6686, 195, 100
Random_100, 0.6738, 169, 100
Random_100, 0.6797, 192, 100
Random_100, 0.6850, 170, 100
Random_100, 0.6908, 187, 100
Random_100, 0.6960, 173, 100
Random_100, 0.7019, 188, 100
Random_100, 0.7072, 171, 100
Random_100, 0.7129, 185, 100
Random_100, 0.7185, 178, 100
Random_100, 0.7242, 180, 100
Random_100, 0.7294, 174, 100
Random_100, 0.7352, 192, 100
Random_100, 0.7406, 171, 100
Random_100, 0.7462, 181, 100
Random_100, 0.7516, 181, 100
Random_100, 0.7574, 187, 100
Random_100, 0.7628, 170, 100
Random_100, 0.7686, 183, 100
Random_100, 0.7738, 172, 100
Random_100, 0.7796, 191, 100
Random_100, 0.7850, 174, 100
Random_100, 0.7908, 180, 100
Random_100, 0.7961, 176, 100
Random_100, 0.8018, 188, 100
Random_100, 0.8072, 177, 100
Random_100, 0.8130, 183, 100
Random_100, 0.8183, 173, 100
Random_100, 0.8241, 190, 100
Random_100, 0.8294, 173, 100
Random_100, 0.8352, 185, 100
Random_100, 0.8405, 174, 100
Random_100, 0.8464, 184, 100
Random_100, 0.8517, 171, 100
Random_100, 0.8575, 190, 100
Random_100, 0.8628, 172, 100
Random_100, 0.8686, 185, 100
